l,age,gender,income,education,empl_status,marital_stat,religion,job_worry,exp1_trt,exp1trt1_nc,exp1trt2_nc,exp1_dv1,exp1_dv2,ideol_lr,imp_rel,exp2_trt,exp2_dv,conf_un,leader_type,courts_confidence,Region,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Exp3,Q18_1,Q18_2,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Exp4,,Q21_1,Q21_2,Q22,Q23,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q27_1,Q27_2,Q28,Q29,Q30,Q31_1,Q31_2,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34,Q35,Q36
1451,41,2,2,4,3,1,9,2,2,,0,2,2,1,1,2,1,2,2,3,Uttar Pradesh,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Somewhat oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,2,1,6,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,5,2,India can’t be too careful,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,3=Approve Somewhat,1,1,1,3,3,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1452,42,2,2,4,5,1,6,3,2,,0,2,7,10,4,2,1,2,1,3,Chhattisgarh,Strongly disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Indifferent,Respect for Elders,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,6,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,6,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,5,3,2,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1456,41,2,5,4,2,1,6,1,1,1,,1,6,8,1,4,1,3,1,3,Madhya Pradesh,Agree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly support,Support somewhat,Independence,Obedience,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,6,6,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,6,6,6,6,6,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1458,34,2,3,5,5,1,6,1,2,,0,1,7,1,1,2,2,2,1,3,Gujarat,Neither agree nor disagree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,1,7,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,7,1,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,7,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1459,20,1,6,4,6,6,6,3,2,,0,2,7,8,1,3,2,3,2,1,Madhya Pradesh,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,5,6,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,6,3,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,7,1,7,1,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1460,29,2,3,4,1,1,6,1,1,1,,1,7,8,1,2,1,2,1,2,Uttar Pradesh,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be considerate,To have good manners,Agree,Experiment 4 - Treatment 1,,6,5,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1,7,India can’t be too careful,Vastly superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,2,3,2,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1461,43,2,1,0,2,1,6,3,2,,1,1,4,5,1,2,1,4,1,3,Punjab,Strongly agree,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly support,Strongly support,Independence,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4,4,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,1= Disapprove strongly,4,4,4,4,4,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1462,18,1,6,5,5,6,6,2,2,,1,2,7,2,1,2,1,1,2,2,Madhya Pradesh,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 2,,4,4,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,4=Approve Strongly,3,5,4,4,2,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1463,18,1,5,3,6,6,6,2,2,,0,1,7,10,1,1,2,3,2,3,Gujarat,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Indifferent,Independence,Obedience,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,4,4,5,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,4,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,3,4,4,4,4,Rarely,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1464,50,2,4,4,3,1,6,1,2,,1,1,7,10,1,1,1,1,2,1,Gujarat,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Strongly support,Independence,Self-Reliance,To be considerate,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,7,7,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Not so superior,The judicial system should be directly supervised by the duly elected government in office,1= Disapprove strongly,3=Approve Somewhat,1,7,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1465,35,1,4,4,3,6,6,3,2,,1,2,7,10,1,4,1,1,2,1,West Bengal,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,7,7,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,7,7,7,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1467,21,2,2,5,6,6,6,2,1,1,,2,6,5,3,3,2,2,1,3,Andhra Pradesh,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Indifferent,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,4,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,3,4,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,5,4,5,4,5,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1468,51,2,2,1,2,1,6,1,1,1,,2,7,1,3,4,2,2,2,2,Uttar Pradesh,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Independence,Self-Reliance,To be considerate,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 2,,7,7,4,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,7,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,1,4,1,4,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1469,24,2,6,5,1,6,5,1,1,1,,1,4,5,1,4,1,2,2,1,West Bengal,Agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Support somewhat,Support somewhat,Independence,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,4,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,5,3,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,5,5,2,2,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1470,38,1,8,6,4,1,6,2,1,1,0,2,5,5,3,3,2,2,2,3,Haryana,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Somewhat oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 2,,5,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,5,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,1,1,1,1,1,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1471,35,2,7,4,4,1,6,1,2,,0,1,6,5,2,1,2,2,2,2,Bihar,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Somewhat oppose,Somewhat oppose,Independence,Obedience,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,6,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,3,4,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,3,4,2,2,2,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1472,45,2,3,3,2,1,6,2,2,,1,1,6,8,3,1,2,2,1,1,West Bengal,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly support,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,6,6,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,6,6,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,4=Approve Strongly,6,6,6,1,2,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1473,36,1,5,4,1,1,6,2,1,0,,1,7,8,1,4,2,1,2,3,Rajasthan,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,6,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,3,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,3,4,2,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
